#,PAIR,AMOUNT,PRICE,FEE,FEE PERC,FEE CURRENCY,DATE,ORDER ID
294001419,ETH/USD,42,220.96,-18.56064,0.20%,USD,16-09-18 19:32:56,16896868403
294001415,ETH/USD,1.60571134,220.94,-0.70953173,0.20%,USD,16-09-18 19:32:56,16896868403
294001422,ETH/USD,1.68391405,220.98,-0.74422265,0.20%,USD,16-09-18 19:32:56,16896868403
294001378,ETH/USD,11,220.46,-4.85012,0.20%,USD,16-09-18 19:32:56,16896868403
294001423,ETH/USD,1.31428052,220.99,-0.5808857,0.20%,USD,16-09-18 19:32:56,16896868403
294001418,ETH/USD,1.64481269,220.96,-0.72687562,0.20%,USD,16-09-18 19:32:56,16896868403
294001413,ETH/USD,5.90597047,220.92313786,-2.60953106,0.20%,USD,16-09-18 19:32:56,16896868403
294001388,ETH/USD,9.07729316,220.69,-4.00653565,0.20%,USD,16-09-18 19:32:56,16896868403
294001382,ETH/USD,1.21054945,220.57,-0.53402178,0.20%,USD,16-09-18 19:32:56,16896868403
294001380,ETH/USD,20,220.48,-8.8192,0.20%,USD,16-09-18 19:32:56,16896868403
294001373,ETH/USD,1.33177387,220.46,-0.58720573,0.20%,USD,16-09-18 19:32:56,16896868403
294001440,ETH/USD,1.76211676,221.03,-0.77896133,0.20%,USD,16-09-18 19:32:56,16896868403
294001394,ETH/USD,18.15237833,220.72,-8.01318589,0.20%,USD,16-09-18 19:32:56,16896868403
294001384,ETH/USD,168.375,220.59,-74.2836825,0.20%,USD,16-09-18 19:32:56,16896868403
294001400,ETH/USD,0.06,220.8185396,-0.02649822,0.20%,USD,16-09-18 19:32:56,16896868403
294001391,ETH/USD,2.2690092,220.69,-1.00149528,0.20%,USD,16-09-18 19:32:56,16896868403
294001386,ETH/USD,9.09111571,220.61,-4.01118207,0.20%,USD,16-09-18 19:32:56,16896868403
294001377,ETH/USD,4.54555786,220.46,-2.00422737,0.20%,USD,16-09-18 19:32:56,16896868403
294001441,ETH/USD,1.35936869,221.04,-0.60094971,0.20%,USD,16-09-18 19:32:56,16896868403
294001435,ETH/USD,300,221,-132.6,0.20%,USD,16-09-18 19:32:56,16896868403
294001428,ETH/USD,0.627666,221,-0.27742837,0.20%,USD,16-09-18 19:32:56,16896868403
294001427,ETH/USD,3,221,-1.326,0.20%,USD,16-09-18 19:32:56,16896868403
294001421,ETH/USD,56,220.97,-24.74864,0.20%,USD,16-09-18 19:32:56,16896868403
294001398,ETH/USD,0.06,220.81,-0.0264972,0.20%,USD,16-09-18 19:32:56,16896868403
294001397,ETH/USD,0.90719405,220.76,-0.40054432,0.20%,USD,16-09-18 19:32:56,16896868403
294001376,ETH/USD,9.09111571,220.46,-4.00845474,0.20%,USD,16-09-18 19:32:56,16896868403
294001424,ETH/USD,3,220.99,-1.32594,0.20%,USD,16-09-18 19:32:56,16896868403
294001414,ETH/USD,1.26919236,220.93,-0.56080534,0.20%,USD,16-09-18 19:32:56,16896868403
294001393,ETH/USD,18.15458631,220.69,-8.01307131,0.20%,USD,16-09-18 19:32:56,16896868403
294001390,ETH/USD,4.53864658,220.69,-2.00326783,0.20%,USD,16-09-18 19:32:56,16896868403
294001383,ETH/USD,13.933874,220.58,-6.14706785,0.20%,USD,16-09-18 19:32:56,16896868403
294001381,ETH/USD,119.708,220.54,-52.80080464,0.20%,USD,16-09-18 19:32:56,16896868403
294001434,ETH/USD,2.96645106,221,-1.31117137,0.20%,USD,16-09-18 19:32:56,16896868403
294001403,ETH/USD,1.08376968,220.83,-0.47865772,0.20%,USD,16-09-18 19:32:56,16896868403
294001439,ETH/USD,11,221.02,-4.86244,0.20%,USD,16-09-18 19:32:56,16896868403
294001417,ETH/USD,0.371,220.95,-0.1639449,0.20%,USD,16-09-18 19:32:56,16896868403
294001416,ETH/USD,7,220.94,-3.09316,0.20%,USD,16-09-18 19:32:56,16896868403
294001379,ETH/USD,0.2999,220.47,-0.13223791,0.20%,USD,16-09-18 19:32:56,16896868403
294001446,ETH/USD,58.44499421,221.08,-25.84203864,0.20%,USD,16-09-18 19:32:56,16896868403
294001444,ETH/USD,1.80121811,221.06,-0.79635455,0.20%,USD,16-09-18 19:32:56,16896868403
294001404,ETH/USD,3,220.84,-1.32504,0.20%,USD,16-09-18 19:32:56,16896868403
294001385,ETH/USD,18.18223142,220.61,-8.02236415,0.20%,USD,16-09-18 19:32:56,16896868403
294001432,ETH/USD,20,221,-8.84,0.20%,USD,16-09-18 19:32:56,16896868403
294001431,ETH/USD,12,221,-5.304,0.20%,USD,16-09-18 19:32:56,16896868403
294001410,ETH/USD,7.5152,220.91,-3.32036566,0.20%,USD,16-09-18 19:32:56,16896868403
294001409,ETH/USD,1.56660999,220.91,-0.69215963,0.20%,USD,16-09-18 19:32:56,16896868403
294001387,ETH/USD,4.53801839,220.69,-2.00299056,0.20%,USD,16-09-18 19:32:56,16896868403
294001411,ETH/USD,24,220.92,-10.60416,0.20%,USD,16-09-18 19:32:56,16896868403
294001402,ETH/USD,5.90586413,220.82668224,-2.60834476,0.20%,USD,16-09-18 19:32:56,16896868403
294001443,ETH/USD,2.42155,221.05,-1.07056726,0.20%,USD,16-09-18 19:32:56,16896868403
294001425,ETH/USD,2.8,221,-1.2376,0.20%,USD,16-09-18 19:32:56,16896868403
294001408,ETH/USD,0.5,220.91,-0.22091,0.20%,USD,16-09-18 19:32:56,16896868403
294001407,ETH/USD,22.99060533,220.9,-10.15724943,0.20%,USD,16-09-18 19:32:56,16896868403
294001406,ETH/USD,5.90593355,220.86242533,-2.60879762,0.20%,USD,16-09-18 19:32:56,16896868403
294001392,ETH/USD,9.07603677,220.69,-4.00598111,0.20%,USD,16-09-18 19:32:56,16896868403
289466017,ETH/USD,-30.81262373,264.05,-16.27214659,0.20%,USD,05-09-18 10:14:26,16355415396
289466016,ETH/USD,-0.94584113,264.05,-0.4994987,0.20%,USD,05-09-18 10:14:26,16355415396
289466015,ETH/USD,-1.89168227,264.1,-0.99918658,0.20%,USD,05-09-18 10:14:26,16355415396
289466014,ETH/USD,-8,264.12124427,-4.22593991,0.20%,USD,05-09-18 10:14:26,16355415396
289466012,ETH/USD,-9.51101494,264.12124427,-5.0241222,0.20%,USD,05-09-18 10:14:26,16355415396
289466010,ETH/USD,-0.11350093,264.14,-0.05996027,0.20%,USD,05-09-18 10:14:26,16355415396
289437895,ETH/USD,-61.4099099,261.78,-32.15177243,0.20%,USD,05-09-18 10:05:03,16354993982
289437893,ETH/USD,-251.48019107,261.79,-131.66999844,0.20%,USD,05-09-18 10:05:03,16354993982
289437888,ETH/USD,-0.11341225,261.93,-0.05941214,0.20%,USD,05-09-18 10:05:03,16354993982
289437887,ETH/USD,-0.8528757,261.95,-0.44682158,0.20%,USD,05-09-18 10:05:03,16354993982
289437880,ETH/USD,-1,262,-0.524,0.20%,USD,05-09-18 10:05:03,16354993982
289437886,ETH/USD,-15.60700593,261.97,-8.17713469,0.20%,USD,05-09-18 10:05:03,16354993982
289437881,ETH/USD,-0.1,262,-0.0524,0.20%,USD,05-09-18 10:05:03,16354993982
289437876,ETH/USD,-3.43459014,262.04,-1.8,0.20%,USD,05-09-18 10:05:03,16354993982
289437883,ETH/USD,-1,262,-0.524,0.20%,USD,05-09-18 10:05:03,16354993982
289437891,ETH/USD,-0.83155239,261.85335467,-0.43548957,0.20%,USD,05-09-18 10:05:03,16354993982
289437879,ETH/USD,-0.9,262,-0.4716,0.20%,USD,05-09-18 10:05:03,16354993982
289437885,ETH/USD,-26.716,261.98,-13.99811536,0.20%,USD,05-09-18 10:05:03,16354993982
289437878,ETH/USD,-27.247,262.01,-14.27797294,0.20%,USD,05-09-18 10:05:03,16354993982
289437889,ETH/USD,-0.53733766,261.86,-0.28141448,0.20%,USD,05-09-18 10:05:03,16354993982
289437884,ETH/USD,-5,261.98,-2.6198,0.20%,USD,05-09-18 10:05:03,16354993982
289437882,ETH/USD,-0.08,262,-0.04192,0.20%,USD,05-09-18 10:05:03,16354993982
289437877,ETH/USD,-0.14377039,262.03,-0.07534431,0.20%,USD,05-09-18 10:05:03,16354993982
289437867,ETH/USD,-0.2,262.1,-0.10484,0.20%,USD,05-09-18 10:05:03,16354993982
289437826,ETH/USD,-0.1,262.72083804,-0.05254417,0.20%,USD,05-09-18 10:05:03,16354993982
289437818,ETH/USD,-9.88,262.89,-5.1947064,0.20%,USD,05-09-18 10:05:03,16354993982
289437875,ETH/USD,-22.65409273,262.05,-11.87301,0.20%,USD,05-09-18 10:05:03,16354993982
289437871,ETH/USD,-0.08,262.08,-0.0419328,0.20%,USD,05-09-18 10:05:03,16354993982
289437870,ETH/USD,-0.7391,262.1,-0.38743622,0.20%,USD,05-09-18 10:05:03,16354993982
289437837,ETH/USD,-23.4105089,262.41,-12.28630328,0.20%,USD,05-09-18 10:05:03,16354993982
289437829,ETH/USD,-2.01706883,262.58,-1.05928387,0.20%,USD,05-09-18 10:05:03,16354993982
289437821,ETH/USD,-0.1,262.74,-0.052548,0.20%,USD,05-09-18 10:05:03,16354993982
289437815,ETH/USD,-2,263,-1.052,0.20%,USD,05-09-18 10:05:03,16354993982
289437806,ETH/USD,-5.34216352,263.14,-2.81147382,0.20%,USD,05-09-18 10:05:03,16354993982
289437874,ETH/USD,-0.1,262.05,-0.05241,0.20%,USD,05-09-18 10:05:03,16354993982
289437853,ETH/USD,-4.913,262.23,-2.57667198,0.20%,USD,05-09-18 10:05:03,16354993982
289437804,ETH/USD,-1.07491898,263.17,-0.56577286,0.20%,USD,05-09-18 10:05:03,16354993982
289437861,ETH/USD,-4.89117876,262.2,-2.56493414,0.20%,USD,05-09-18 10:05:03,16354993982
289437831,ETH/USD,-0.04,262.54,-0.0210032,0.20%,USD,05-09-18 10:05:03,16354993982
289437823,ETH/USD,-1.5,262.74,-0.78822,0.20%,USD,05-09-18 10:05:03,16354993982
289437820,ETH/USD,-1.5,262.79,-0.78837,0.20%,USD,05-09-18 10:05:03,16354993982
289437819,ETH/USD,-0.56691954,262.89,-0.29807496,0.20%,USD,05-09-18 10:05:03,16354993982
289437805,ETH/USD,-107.74036701,263.14,-56.70160035,0.20%,USD,05-09-18 10:05:03,16354993982
289437851,ETH/USD,-4.814,262.27,-2.52513556,0.20%,USD,05-09-18 10:05:03,16354993982
289437824,ETH/USD,-1.5,262.73,-0.78819,0.20%,USD,05-09-18 10:05:03,16354993982
289437813,ETH/USD,-1,263.02,-0.52604,0.20%,USD,05-09-18 10:05:03,16354993982
289437810,ETH/USD,-0.94562647,263.07,-0.49753191,0.20%,USD,05-09-18 10:05:03,16354993982
289437873,ETH/USD,-4.888,262.06114254,-2.56190973,0.20%,USD,05-09-18 10:05:03,16354993982
289437847,ETH/USD,-20,262.29,-10.4916,0.20%,USD,05-09-18 10:05:03,16354993982
289437834,ETH/USD,-5,262.5,-2.625,0.20%,USD,05-09-18 10:05:03,16354993982
289437803,ETH/USD,-0.25,263.21,-0.131605,0.20%,USD,05-09-18 10:05:03,16354993982
289437859,ETH/USD,-6.63875649,262.2,-3.4813639,0.20%,USD,05-09-18 10:05:03,16354993982
289437844,ETH/USD,-3.05194185,262.33,-1.60123181,0.20%,USD,05-09-18 10:05:03,16354993982
289437842,ETH/USD,-14,262.35,-7.3458,0.20%,USD,05-09-18 10:05:03,16354993982
289437840,ETH/USD,-4,262.35,-2.0988,0.20%,USD,05-09-18 10:05:03,16354993982
289437865,ETH/USD,-4.805,262.1768786,-2.5195198,0.20%,USD,05-09-18 10:05:03,16354993982
289437832,ETH/USD,-3.92835294,262.54,-2.06269956,0.20%,USD,05-09-18 10:05:03,16354993982
289437816,ETH/USD,-5,263,-2.63,0.20%,USD,05-09-18 10:05:03,16354993982
289437812,ETH/USD,-5,263.03,-2.6303,0.20%,USD,05-09-18 10:05:03,16354993982
289437846,ETH/USD,-2.55052315,262.32,-1.33810647,0.20%,USD,05-09-18 10:05:03,16354993982
289437827,ETH/USD,-1.00853442,262.6,-0.52968228,0.20%,USD,05-09-18 10:05:03,16354993982
289437807,ETH/USD,-1.89125295,263.12,-0.99525295,0.20%,USD,05-09-18 10:05:03,16354993982
289437822,ETH/USD,-0.16263217,262.74,-0.08545995,0.20%,USD,05-09-18 10:05:03,16354993982
289437802,ETH/USD,-0.522,263.22,-0.27480168,0.20%,USD,05-09-18 10:05:03,16354993982
289437801,ETH/USD,-1.89818154,263.27,-0.99946851,0.20%,USD,05-09-18 10:05:03,16354993982
289437809,ETH/USD,-190,263.1,-99.978,0.20%,USD,05-09-18 10:05:03,16354993982
289437856,ETH/USD,-5,262.2,-2.622,0.20%,USD,05-09-18 10:05:03,16354993982
289437808,ETH/USD,-23.4105089,263.11,-12.31907799,0.20%,USD,05-09-18 10:05:03,16354993982
289437811,ETH/USD,-2.6,263.04,-1.367808,0.20%,USD,05-09-18 10:05:03,16354993982
289437817,ETH/USD,-0.83172542,262.97,-0.43743767,0.20%,USD,05-09-18 10:05:03,16354993982
289437814,ETH/USD,-300,263,-157.8,0.20%,USD,05-09-18 10:05:03,16354993982
289436022,ETH/USD,-1,263.31,-0.52662,0.20%,USD,05-09-18 10:04:41,16354974367
289436023,ETH/USD,-23.3368607,263.31,-12.28965758,0.20%,USD,05-09-18 10:04:41,16354974367
289436018,ETH/USD,-27.123,263.33,-14.28459918,0.20%,USD,05-09-18 10:04:41,16354974367
289436019,ETH/USD,-23.34382682,263.33,-12.29425983,0.20%,USD,05-09-18 10:04:41,16354974367
289436024,ETH/USD,-28.0341332,263.3,-14.76277454,0.20%,USD,05-09-18 10:04:41,16354974367
289436015,ETH/USD,-2,263.34,-1.05336,0.20%,USD,05-09-18 10:04:41,16354974367
289436013,ETH/USD,-8.3,263.39,-4.372274,0.20%,USD,05-09-18 10:04:41,16354974367
289436017,ETH/USD,-0.04,263.33,-0.0210664,0.20%,USD,05-09-18 10:04:41,16354974367
289436012,ETH/USD,-0.1,263.42,-0.052684,0.20%,USD,05-09-18 10:04:41,16354974367
289436011,ETH/USD,-4.867,263.46154877,-2.56453472,0.20%,USD,05-09-18 10:04:41,16354974367
289436014,ETH/USD,-0.16211503,263.36,-0.08538923,0.20%,USD,05-09-18 10:04:41,16354974367
289436007,ETH/USD,-15.56255121,263.49,-8.20115324,0.20%,USD,05-09-18 10:04:41,16354974367
289436021,ETH/USD,-26.974,263.31109191,-14.20510679,0.20%,USD,05-09-18 10:04:41,16354974367
289436009,ETH/USD,-4.782,263.48469598,-2.51996763,0.20%,USD,05-09-18 10:04:41,16354974367
289436006,ETH/USD,-0.15788497,263.49,-0.08320222,0.20%,USD,05-09-18 10:04:41,16354974367
289436016,ETH/USD,-26.581,263.34,-13.99968108,0.20%,USD,05-09-18 10:04:41,16354974367
289436003,ETH/USD,-4.791,263.6,-2.5258152,0.20%,USD,05-09-18 10:04:41,16354974367
289435985,ETH/USD,-0.11320113,264.1,-0.05979284,0.20%,USD,05-09-18 10:04:41,16354974367
289435981,ETH/USD,-1.5,264.14,-0.79242,0.20%,USD,05-09-18 10:04:41,16354974367
289435976,ETH/USD,-3.50926117,264.21034358,-1.8543662,0.20%,USD,05-09-18 10:04:41,16354974367
289435956,ETH/USD,-0.7458,264.55,-0.39460278,0.20%,USD,05-09-18 10:04:41,16354974367
289435990,ETH/USD,-7,264.01,-3.69614,0.20%,USD,05-09-18 10:04:41,16354974367
289435988,ETH/USD,-1.5,264.02,-0.79206,0.20%,USD,05-09-18 10:04:41,16354974367
289435957,ETH/USD,-0.4006012,264.54,-0.21195008,0.20%,USD,05-09-18 10:04:41,16354974367
289436002,ETH/USD,-0.14333778,263.61,-0.07557054,0.20%,USD,05-09-18 10:04:41,16354974367
289435996,ETH/USD,-7.58688882,263.82,-4.00314602,0.20%,USD,05-09-18 10:04:41,16354974367
289435991,ETH/USD,-1.5,263.98,-0.79194,0.20%,USD,05-09-18 10:04:41,16354974367
289435965,ETH/USD,-1.00574861,264.43,-0.53190021,0.20%,USD,05-09-18 10:04:41,16354974367
289436001,ETH/USD,-0.7,263.61,-0.369054,0.20%,USD,05-09-18 10:04:41,16354974367
289435958,ETH/USD,-1.3,264.54,-0.687804,0.20%,USD,05-09-18 10:04:41,16354974367
289435962,ETH/USD,-8.71923756,264.44530521,-4.61152288,0.20%,USD,05-09-18 10:04:41,16354974367
289435983,ETH/USD,-1.88668565,264.12,-0.99662283,0.20%,USD,05-09-18 10:04:41,16354974367
289435974,ETH/USD,-1.88668565,264.25,-0.99711337,0.20%,USD,05-09-18 10:04:41,16354974367
289435972,ETH/USD,-9.51101494,264.33,-5.02809316,0.20%,USD,05-09-18 10:04:41,16354974367
289435968,ETH/USD,-1.02591,264.42,-0.54254224,0.20%,USD,05-09-18 10:04:41,16354974367
289435999,ETH/USD,-18,263.67,-9.49212,0.20%,USD,05-09-18 10:04:41,16354974367
289435998,ETH/USD,-1.5,263.77,-0.79131,0.20%,USD,05-09-18 10:04:41,16354974367
289435982,ETH/USD,-1.5,264.13,-0.79239,0.20%,USD,05-09-18 10:04:41,16354974367
289435964,ETH/USD,-9.33753073,264.43,-4.9382465,0.20%,USD,05-09-18 10:04:41,16354974367
289435960,ETH/USD,-0.39735956,264.54,-0.210235,0.20%,USD,05-09-18 10:04:41,16354974367
289435994,ETH/USD,-13.48794417,263.86,-7.1178579,0.20%,USD,05-09-18 10:04:41,16354974367
289435987,ETH/USD,-0.94334282,264.07,-0.49821708,0.20%,USD,05-09-18 10:04:41,16354974367
289435970,ETH/USD,-4.75515532,264.34,-2.51395551,0.20%,USD,05-09-18 10:04:41,16354974367
289436004,ETH/USD,-0.14507,263.58,-0.0764751,0.20%,USD,05-09-18 10:04:41,16354974367
289435959,ETH/USD,-2.319129,264.54,-1.22700477,0.20%,USD,05-09-18 10:04:41,16354974367
289436000,ETH/USD,-0.15365492,263.63,-0.08101609,0.20%,USD,05-09-18 10:04:41,16354974367
289435993,ETH/USD,-5,263.98,-2.6398,0.20%,USD,05-09-18 10:04:41,16354974367
289435979,ETH/USD,-1.5,264.15,-0.79245,0.20%,USD,05-09-18 10:04:41,16354974367
289435973,ETH/USD,-7.83364678,264.32,-4.14117903,0.20%,USD,05-09-18 10:04:41,16354974367
289435967,ETH/USD,-0.94205123,264.42,-0.49819437,0.20%,USD,05-09-18 10:04:41,16354974367
289436005,ETH/USD,-4.888,263.58,-2.57675808,0.20%,USD,05-09-18 10:04:41,16354974367
289435977,ETH/USD,-1.5,264.19,-0.79257,0.20%,USD,05-09-18 10:04:41,16354974367
289435955,ETH/USD,-0.55642381,264.64,-0.29450399,0.20%,USD,05-09-18 10:04:41,16354974367
289435963,ETH/USD,-0.05094722,264.43,-0.02694395,0.20%,USD,05-09-18 10:04:41,16354974367
289432275,ETH/USD,-3.3263625,265.33654897,-1.76521109,0.20%,USD,05-09-18 10:03:33,16354919086
289432278,ETH/USD,-2.8,265.3,-1.48568,0.20%,USD,05-09-18 10:03:33,16354919086
289432285,ETH/USD,-0.14333692,265.2,-0.0760259,0.20%,USD,05-09-18 10:03:33,16354919086
289432280,ETH/USD,-0.10289425,265.25,-0.0545854,0.20%,USD,05-09-18 10:03:33,16354919086
289432264,ETH/USD,-12,265.52,-6.37248,0.20%,USD,05-09-18 10:03:33,16354919086
289432267,ETH/USD,-37.49,265.45,-19.903441,0.20%,USD,05-09-18 10:03:33,16354919086
289432268,ETH/USD,-110,265.44,-58.3968,0.20%,USD,05-09-18 10:03:33,16354919086
289432271,ETH/USD,-0.09866419,265.38,-0.05236701,0.20%,USD,05-09-18 10:03:33,16354919086
289432265,ETH/USD,-0.1124775,265.49,-0.0597233,0.20%,USD,05-09-18 10:03:33,16354919086
289432262,ETH/USD,-0.09443414,265.52,-0.05014831,0.20%,USD,05-09-18 10:03:33,16354919086
289432281,ETH/USD,-0.05693423,265.23,-0.03020133,0.20%,USD,05-09-18 10:03:33,16354919086
289432277,ETH/USD,-10,265.3,-5.306,0.20%,USD,05-09-18 10:03:33,16354919086
289432272,ETH/USD,-23.2133045,265.34,-12.31883643,0.20%,USD,05-09-18 10:03:33,16354919086
289432276,ETH/USD,-7.9,265.33,-4.192214,0.20%,USD,05-09-18 10:03:33,16354919086
289432263,ETH/USD,-7,265.52,-3.71728,0.20%,USD,05-09-18 10:03:33,16354919086
289432286,ETH/USD,-63.56130335,265.18,-33.71037284,0.20%,USD,05-09-18 10:03:33,16354919086
289432284,ETH/USD,-5,265.2,-2.652,0.20%,USD,05-09-18 10:03:33,16354919086
289432261,ETH/USD,-1.0000717,265.53,-0.53109808,0.20%,USD,05-09-18 10:03:33,16354919086
289432258,ETH/USD,-13.4485239,265.55,-7.14251104,0.20%,USD,05-09-18 10:03:33,16354919086
289432279,ETH/USD,-0.37000037,265.27,-0.1963,0.20%,USD,05-09-18 10:03:33,16354919086
289432283,ETH/USD,-22.8290977,265.21,-12.10901,0.20%,USD,05-09-18 10:03:33,16354919086
289432282,ETH/USD,-5,265.22,-2.6522,0.20%,USD,05-09-18 10:03:33,16354919086
289432269,ETH/USD,-1.5,265.44,-0.79632,0.20%,USD,05-09-18 10:03:33,16354919086
289432260,ETH/USD,-0.05,265.53,-0.026553,0.20%,USD,05-09-18 10:03:33,16354919086
289432270,ETH/USD,-1.5,265.44,-0.79632,0.20%,USD,05-09-18 10:03:33,16354919086
289432266,ETH/USD,-0.1,265.47,-0.053094,0.20%,USD,05-09-18 10:03:33,16354919086
289432259,ETH/USD,-0.18574931,265.54,-0.09864774,0.20%,USD,05-09-18 10:03:33,16354919086
289432257,ETH/USD,-1.11684544,265.57951852,-0.59322255,0.20%,USD,05-09-18 10:03:33,16354919086
289429133,ETH/USD,-37.381,266.76,-19.94351112,0.20%,USD,05-09-18 10:02:44,16354879659
289429132,ETH/USD,-0.28114,266.77,-0.14999944,0.20%,USD,05-09-18 10:02:44,16354879659
289429120,ETH/USD,-20,267,-10.68,0.20%,USD,05-09-18 10:02:44,16354879659
289429116,ETH/USD,-11.93511,267.04,-6.37430355,0.20%,USD,05-09-18 10:02:44,16354879659
289429115,ETH/USD,-15,267.05,-8.0115,0.20%,USD,05-09-18 10:02:44,16354879659
289429125,ETH/USD,-0.894,266.93,-0.47727084,0.20%,USD,05-09-18 10:02:44,16354879659
289429104,ETH/USD,-15,267.22,-8.0166,0.20%,USD,05-09-18 10:02:44,16354879659
289429138,ETH/USD,-5,266.58,-2.6658,0.20%,USD,05-09-18 10:02:44,16354879659
289429131,ETH/USD,-5,266.78,-2.6678,0.20%,USD,05-09-18 10:02:44,16354879659
289429130,ETH/USD,-14.336,266.81,-7.64997632,0.20%,USD,05-09-18 10:02:44,16354879659
289429123,ETH/USD,-7.21950315,266.96,-3.85463712,0.20%,USD,05-09-18 10:02:44,16354879659
289429121,ETH/USD,-13.40784391,267,-7.15978865,0.20%,USD,05-09-18 10:02:44,16354879659
289429105,ETH/USD,-0.388,267.22,-0.20736272,0.20%,USD,05-09-18 10:02:44,16354879659
289429141,ETH/USD,-1.40094856,266.50114772,-0.7467088,0.20%,USD,05-09-18 10:02:44,16354879659
289429137,ETH/USD,-0.93541869,266.61,-0.49878395,0.20%,USD,05-09-18 10:02:44,16354879659
289429129,ETH/USD,-13.40184335,266.83,-7.15202772,0.20%,USD,05-09-18 10:02:44,16354879659
289429134,ETH/USD,-1.6483484,266.74,-0.8793609,0.20%,USD,05-09-18 10:02:44,16354879659
289429128,ETH/USD,-2.72373509,266.84668801,-1.45363938,0.20%,USD,05-09-18 10:02:44,16354879659
289429117,ETH/USD,-4.61068258,267.04,-2.46247335,0.20%,USD,05-09-18 10:02:44,16354879659
289429136,ETH/USD,-1.87083738,266.67,-0.99779241,0.20%,USD,05-09-18 10:02:44,16354879659
289429113,ETH/USD,-3.63799751,267.07,-1.94319999,0.20%,USD,05-09-18 10:02:44,16354879659
289429110,ETH/USD,-4.95051757,267.16,-2.64516055,0.20%,USD,05-09-18 10:02:44,16354879659
289429107,ETH/USD,-8,267.22,-4.27552,0.20%,USD,05-09-18 10:02:44,16354879659
289429139,ETH/USD,-0.11201553,266.57,-0.05971996,0.20%,USD,05-09-18 10:02:44,16354879659
289429135,ETH/USD,-13.40792692,266.73,-7.15259269,0.20%,USD,05-09-18 10:02:44,16354879659
289429108,ETH/USD,-1.5,267.22,-0.80166,0.20%,USD,05-09-18 10:02:44,16354879659
289429106,ETH/USD,-1.5,267.22,-0.80166,0.20%,USD,05-09-18 10:02:44,16354879659
289429103,ETH/USD,-1.49658591,267.23,-0.79986531,0.20%,USD,05-09-18 10:02:44,16354879659
289429143,ETH/USD,-11.38759028,266.49,-6.06935787,0.20%,USD,05-09-18 10:02:44,16354879659
289429126,ETH/USD,-0.93,266.93,-0.4964898,0.20%,USD,05-09-18 10:02:44,16354879659
289429118,ETH/USD,-5,267.02,-2.6702,0.20%,USD,05-09-18 10:02:44,16354879659
289429102,ETH/USD,-0.15607811,267.35,-0.08345497,0.20%,USD,05-09-18 10:02:44,16354879659
289429122,ETH/USD,-7,266.98,-3.73772,0.20%,USD,05-09-18 10:02:44,16354879659
289429109,ETH/USD,-12,267.16,-6.41184,0.20%,USD,05-09-18 10:02:44,16354879659
289429112,ETH/USD,-9.51101494,267.14195523,-5.08158225,0.20%,USD,05-09-18 10:02:44,16354879659
289429142,ETH/USD,-0.04,266.5,-0.02132,0.20%,USD,05-09-18 10:02:44,16354879659
289429119,ETH/USD,-15.41626041,267.01,-8.23259138,0.20%,USD,05-09-18 10:02:44,16354879659
289429114,ETH/USD,-21.376,267.06,-11.41734912,0.20%,USD,05-09-18 10:02:44,16354879659
289429124,ETH/USD,-10.14360171,266.94,-5.41546608,0.20%,USD,05-09-18 10:02:44,16354879659
289339519,ETH/USD,-10.18288025,284.21,-5.78815279,0.20%,USD,05-09-18 06:57:01,16349371820
289339512,ETH/USD,-14.04336591,284.27,-7.98421525,0.20%,USD,05-09-18 06:57:01,16349371820
289339517,ETH/USD,-35.1641,284.23,-19.98938429,0.20%,USD,05-09-18 06:57:01,16349371820
289339518,ETH/USD,-2.58573471,284.22,-1.46983504,0.20%,USD,05-09-18 06:57:01,16349371820
289339511,ETH/USD,-7,284.28,-3.97992,0.20%,USD,05-09-18 06:57:01,16349371820
289339500,ETH/USD,-0.96,284.51,-0.5462592,0.20%,USD,05-09-18 06:57:01,16349371820
289339504,ETH/USD,-7.64352733,284.47258259,-4.34874792,0.20%,USD,05-09-18 06:57:01,16349371820
289339516,ETH/USD,-75,284.24,-42.636,0.20%,USD,05-09-18 06:57:01,16349371820
289339510,ETH/USD,-27.3,284.29,-15.522234,0.20%,USD,05-09-18 06:57:01,16349371820
289339506,ETH/USD,-0.54,284.46,-0.3072168,0.20%,USD,05-09-18 06:57:01,16349371820
289339508,ETH/USD,-21.7,284.44,-12.344696,0.20%,USD,05-09-18 06:57:01,16349371820
289339505,ETH/USD,-5.49488992,284.46,-3.12615277,0.20%,USD,05-09-18 06:57:01,16349371820
289339502,ETH/USD,-32.19054488,284.47960364,-18.3151069,0.20%,USD,05-09-18 06:57:01,16349371820
289339499,ETH/USD,-0.844,284.51,-0.48025288,0.20%,USD,05-09-18 06:57:01,16349371820
289339507,ETH/USD,-0.96,284.46,-0.5461632,0.20%,USD,05-09-18 06:57:01,16349371820
289339498,ETH/USD,-1,284.53,-0.56906,0.20%,USD,05-09-18 06:57:01,16349371820
289339515,ETH/USD,-56,284.25,-31.836,0.20%,USD,05-09-18 06:57:01,16349371820
289339497,ETH/USD,-4.933957,284.55,-2.80791493,0.20%,USD,05-09-18 06:57:01,16349371820
289339509,ETH/USD,-1,284.38,-0.56876,0.20%,USD,05-09-18 06:57:01,16349371820
289339514,ETH/USD,-181.457,284.25268027,-103.15927721,0.20%,USD,05-09-18 06:57:01,16349371820
289339494,ETH/USD,-12,284.76,-6.83424,0.20%,USD,05-09-18 06:57:01,16349371820
