#,DESCRIPTION,CURRENCY,AMOUNT,BALANCE,DATE,WALLET
2566124161,Exchange 0.09 ETH for BTC @ 0.018429 on wallet exchange,ETH,-0.09,11.41327153,18-12-19 12:41:04,exchange
2566124160,Exchange 0.09 ETH for BTC @ 0.01843 on wallet exchange,ETH,-0.09,11.50327153,18-12-19 12:41:04,exchange
2566124158,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.09,11.59327153,18-12-19 12:41:04,exchange
2566124157,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00165879,0.16475012,18-12-19 12:41:04,exchange
2566124155,Exchange 0.09 ETH for BTC @ 0.018429 on wallet exchange,BTC,0.00165861,0.16309133,18-12-19 12:41:04,exchange
2566124149,Exchange 0.08 ETH for BTC @ 0.01843 on wallet exchange,BTC,0.0014744,0.16143256,18-12-19 12:41:04,exchange
2566124147,Exchange 0.08 ETH for BTC @ 0.01843 on wallet exchange,BTC,0.0014744,0.15995816,18-12-19 12:41:04,exchange
2566124146,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00165879,0.15848376,18-12-19 12:41:04,exchange
2566124144,Exchange 0.08 ETH for BTC @ 0.01843 on wallet exchange,ETH,-0.08,11.68327153,18-12-19 12:41:04,exchange
2566124142,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.09,11.76327153,18-12-19 12:41:04,exchange
2566124141,Exchange 0.09 ETH for BTC @ 0.018429 on wallet exchange,BTC,0.00165861,0.15682481,18-12-19 12:41:04,exchange
2566124138,Exchange 0.08 ETH for BTC @ 0.018429 on wallet exchange,ETH,-0.08,11.85327153,18-12-19 12:41:04,exchange
2566124137,Exchange 0.09 ETH for BTC @ 0.01843 on wallet exchange,ETH,-0.09,11.93327153,18-12-19 12:41:04,exchange
2566124136,Exchange 0.08 ETH for BTC @ 0.018429 on wallet exchange,BTC,0.00147432,0.15516915,18-12-19 12:41:04,exchange
2566124134,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.09,12.02327153,18-12-19 12:41:04,exchange
2566124129,Exchange 0.09 ETH for BTC @ 0.01843 on wallet exchange,BTC,0.0016587,0.15369784,18-12-19 12:41:04,exchange
2566124127,Exchange 0.09 ETH for BTC @ 0.018429 on wallet exchange,ETH,-0.09,12.11327153,18-12-19 12:41:04,exchange
2566124125,Exchange 0.09 ETH for BTC @ 0.01843 on wallet exchange,ETH,-0.09,12.20327153,18-12-19 12:41:04,exchange
2566124123,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.09,12.29327153,18-12-19 12:41:04,exchange
2566124121,Exchange 0.08 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00147448,0.15204541,18-12-19 12:41:04,exchange
2566124118,Exchange 0.09 ETH for BTC @ 0.018429 on wallet exchange,BTC,0.00165861,0.15057078,18-12-19 12:41:04,exchange
2566124115,Exchange 0.09 ETH for BTC @ 0.018429 on wallet exchange,ETH,-0.09,12.38327153,18-12-19 12:41:04,exchange
2566124113,Exchange 0.09 ETH for BTC @ 0.018429 on wallet exchange,BTC,0.00165861,0.14891217,18-12-19 12:41:04,exchange
2566124111,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00165879,0.14725651,18-12-19 12:41:04,exchange
2566124109,Exchange 0.09 ETH for BTC @ 0.018429 on wallet exchange,BTC,0.00165861,0.14560067,18-12-19 12:41:04,exchange
2566124108,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00165879,0.14394206,18-12-19 12:41:04,exchange
2566124107,Exchange 0.09 ETH for BTC @ 0.018429 on wallet exchange,ETH,-0.09,12.47327153,18-12-19 12:41:04,exchange
2566124105,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00165879,0.14228312,18-12-19 12:41:04,exchange
2566124102,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.09,12.56327153,18-12-19 12:41:04,exchange
2566124099,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00165879,0.14062418,18-12-19 12:41:04,exchange
2566124096,Exchange 0.08 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.08,12.65327153,18-12-19 12:41:04,exchange
2566124095,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.09,12.73327153,18-12-19 12:41:04,exchange
2566124092,Exchange 0.08 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00147448,0.13897166,18-12-19 12:41:04,exchange
2566124090,Exchange 0.08 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.08,12.82327153,18-12-19 12:41:04,exchange
2566124088,Exchange 0.08 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00147448,0.1375005,18-12-19 12:41:04,exchange
2566124087,Exchange 0.08 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.08,12.90327153,18-12-19 12:41:04,exchange
2566124083,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.09,12.98327153,18-12-19 12:41:04,exchange
2566124078,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.09,13.07327153,18-12-19 12:41:04,exchange
2566124077,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00165879,0.13602587,18-12-19 12:41:04,exchange
2566124073,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00165879,0.13437003,18-12-19 12:41:04,exchange
2566124071,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,BTC,0.00165879,0.13271124,18-12-19 12:41:04,exchange
2566124064,Exchange 0.09 ETH for BTC @ 0.018431 on wallet exchange,ETH,-0.09,13.16327153,18-12-19 12:41:04,exchange
2566124061,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,ETH,-0.08,13.25327153,18-12-19 12:41:04,exchange
2566124060,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,ETH,-0.08,13.33327153,18-12-19 12:41:04,exchange
2566124059,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,ETH,-0.08,13.41327153,18-12-19 12:41:04,exchange
2566124058,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,BTC,0.00147456,0.1310523,18-12-19 12:41:04,exchange
2566124057,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,BTC,0.00147456,0.12957774,18-12-19 12:41:04,exchange
2566124055,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,ETH,-0.08,13.49327153,18-12-19 12:41:04,exchange
2566124054,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,ETH,-0.08,13.57327153,18-12-19 12:41:04,exchange
2566124052,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,BTC,0.00147456,0.12810613,18-12-19 12:41:04,exchange
2566124050,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,BTC,0.00147456,0.12663489,18-12-19 12:41:04,exchange
2566124048,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,BTC,0.00147456,0.12516033,18-12-19 12:41:04,exchange
2566124046,Exchange 0.09 ETH for BTC @ 0.018432 on wallet exchange,BTC,0.00165888,0.12368561,18-12-19 12:41:04,exchange
2566124045,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,BTC,0.00147456,0.12202673,18-12-19 12:41:04,exchange
2566124043,Exchange 0.08 ETH for BTC @ 0.018432 on wallet exchange,ETH,-0.08,13.65327153,18-12-19 12:41:04,exchange
2566124041,Exchange 0.09 ETH for BTC @ 0.018432 on wallet exchange,ETH,-0.09,13.73327153,18-12-19 12:41:04,exchange
2566124039,Exchange 0.09 ETH for BTC @ 0.018432 on wallet exchange,ETH,-0.09,13.82327153,18-12-19 12:41:04,exchange
2566124038,Exchange 0.09 ETH for BTC @ 0.018432 on wallet exchange,BTC,0.00165888,0.12055512,18-12-19 12:41:04,exchange
2566124036,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.11889608,18-12-19 12:41:04,exchange
2566124033,Exchange 0.09 ETH for BTC @ 0.018433 on wallet exchange,ETH,-0.09,13.91327153,18-12-19 12:41:04,exchange
2566124032,Exchange 0.09 ETH for BTC @ 0.018433 on wallet exchange,BTC,0.00165897,0.11723693,18-12-19 12:41:04,exchange
2566124031,Exchange 0.09 ETH for BTC @ 0.018433 on wallet exchange,ETH,-0.09,14.00327153,18-12-19 12:41:04,exchange
2566124030,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.11557796,18-12-19 12:41:04,exchange
2566124028,Exchange 0.09 ETH for BTC @ 0.018432 on wallet exchange,ETH,-0.09,14.09327153,18-12-19 12:41:04,exchange
2566124027,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.11410611,18-12-19 12:41:04,exchange
2566124025,Exchange 0.09 ETH for BTC @ 0.018433 on wallet exchange,BTC,0.00165897,0.11244696,18-12-19 12:41:04,exchange
2566124024,Exchange 0.09 ETH for BTC @ 0.018432 on wallet exchange,BTC,0.00165888,0.11078799,18-12-19 12:41:04,exchange
2566124020,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,14.18327153,18-12-19 12:41:04,exchange
2566124019,Exchange 0.09 ETH for BTC @ 0.018433 on wallet exchange,ETH,-0.09,14.27327153,18-12-19 12:41:04,exchange
2566124018,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.10913243,18-12-19 12:41:04,exchange
2566124016,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,14.36327153,18-12-19 12:41:04,exchange
2566124015,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.10747328,18-12-19 12:41:04,exchange
2566124013,Exchange 0.09 ETH for BTC @ 0.018433 on wallet exchange,BTC,0.00165897,0.1060018,18-12-19 12:41:04,exchange
2566124012,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,14.45327153,18-12-19 12:41:04,exchange
2566124011,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,14.53327153,18-12-19 12:41:04,exchange
2566124005,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,14.62327153,18-12-19 12:41:04,exchange
2566124004,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,14.71327153,18-12-19 12:41:04,exchange
2566124002,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.10434615,18-12-19 12:41:04,exchange
2566123999,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,14.79327153,18-12-19 12:41:04,exchange
2566123996,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,14.87327153,18-12-19 12:41:04,exchange
2566123992,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.10268684,18-12-19 12:41:04,exchange
2566123991,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,14.95327153,18-12-19 12:41:04,exchange
2566123990,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,15.04327153,18-12-19 12:41:04,exchange
2566123988,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.10121188,18-12-19 12:41:04,exchange
2566123987,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,15.12327153,18-12-19 12:41:04,exchange
2566123986,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.09973708,18-12-19 12:41:04,exchange
2566123985,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.09807793,18-12-19 12:41:04,exchange
2566123984,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.09660313,18-12-19 12:41:04,exchange
2566123981,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,15.21327153,18-12-19 12:41:04,exchange
2566123977,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,15.29327153,18-12-19 12:41:04,exchange
2566123974,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.09512818,18-12-19 12:41:04,exchange
2566123972,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,15.38327153,18-12-19 12:41:04,exchange
2566123969,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.09346888,18-12-19 12:41:04,exchange
2566123967,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.09180973,18-12-19 12:41:04,exchange
2566123963,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,15.47327153,18-12-19 12:41:04,exchange
2566123954,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.09015127,18-12-19 12:41:04,exchange
2566123952,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.08849212,18-12-19 12:41:04,exchange
2566123951,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,15.56327153,18-12-19 12:41:04,exchange
2566123938,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.08701732,18-12-19 12:41:04,exchange
2566123935,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,15.64327153,18-12-19 12:41:04,exchange
2566123934,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.08536097,18-12-19 12:41:04,exchange
2566123933,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.08388617,18-12-19 12:41:04,exchange
2566123932,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,15.73327153,18-12-19 12:41:04,exchange
2566123931,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,15.81327153,18-12-19 12:41:04,exchange
2566123930,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,15.89327153,18-12-19 12:41:04,exchange
2566123928,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.08241469,18-12-19 12:41:04,exchange
2566123926,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,15.97327153,18-12-19 12:41:04,exchange
2566123923,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,16.05327153,18-12-19 12:41:04,exchange
2566123922,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.08094284,18-12-19 12:41:04,exchange
2566123920,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.07946804,18-12-19 12:41:04,exchange
2566123916,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.07810848,18-12-19 12:41:04,exchange
2566123915,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,16.13327153,18-12-19 12:41:04,exchange
2566123913,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.07644933,18-12-19 12:41:04,exchange
2566123912,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.07479018,18-12-19 12:41:04,exchange
2566123911,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,16.22327153,18-12-19 12:41:04,exchange
2566123910,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,16.31327153,18-12-19 12:41:04,exchange
2566123908,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,16.40327153,18-12-19 12:41:04,exchange
2566123907,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.07313103,18-12-19 12:41:04,exchange
2566123906,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.07165623,18-12-19 12:41:04,exchange
2566123902,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,16.49327153,18-12-19 12:41:04,exchange
2566123901,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,16.57327153,18-12-19 12:41:04,exchange
2566123900,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,16.65327153,18-12-19 12:41:04,exchange
2566123898,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.06999708,18-12-19 12:41:04,exchange
2566123896,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.06833793,18-12-19 12:41:04,exchange
2566123895,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,16.74327153,18-12-19 12:41:04,exchange
2566123894,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.09,16.82327153,18-12-19 12:41:04,exchange
2566123893,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.06686313,18-12-19 12:41:04,exchange
2566123892,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,16.91327153,18-12-19 12:41:04,exchange
2566123891,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.06538833,18-12-19 12:41:04,exchange
2566123889,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.06391353,18-12-19 12:41:04,exchange
2566123888,Exchange 0.09 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.00165915,0.06243873,18-12-19 12:41:04,exchange
2566123887,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,16.99327153,18-12-19 12:41:04,exchange
2566123886,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,BTC,0.0014748,0.06077958,18-12-19 12:41:04,exchange
2566123885,Exchange 0.08 ETH for BTC @ 0.018435 on wallet exchange,ETH,-0.08,17.07327153,18-12-19 12:41:04,exchange
2566123884,Exchange 2.96528834 ETH for BTC @ 0.018436 on wallet exchange,BTC,0.05466806,0.05930478,18-12-19 12:41:04,exchange
2566123883,Exchange 2.96528834 ETH for BTC @ 0.018436 on wallet exchange,ETH,-2.96528834,17.15327153,18-12-19 12:41:04,exchange
2566122862,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.00001183,0.00427219,18-12-19 12:40:50,exchange
2566122929,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.00013789,0.00463672,18-12-19 12:40:50,exchange
2566122923,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.00010412,0.00449883,18-12-19 12:40:50,exchange
2566122922,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.0000283,0.00439471,18-12-19 12:40:50,exchange
2566122921,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.00000943,0.00436641,18-12-19 12:40:50,exchange
2566122918,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.00000127,0.00435698,18-12-19 12:40:50,exchange
2566122914,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.00001068,0.00435571,18-12-19 12:40:50,exchange
2566122906,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.00000943,0.00434503,18-12-19 12:40:50,exchange
2566122902,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.00000472,0.0043356,18-12-19 12:40:50,exchange
2566122896,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.00000138,0.00433088,18-12-19 12:40:50,exchange
2566122886,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,4.7e-7,0.0043295,18-12-19 12:40:50,exchange
2566122881,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.00004871,0.00432903,18-12-19 12:40:50,exchange
2566122877,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,0.00000786,0.00428032,18-12-19 12:40:50,exchange
2566122873,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,2.7e-7,0.00427246,18-12-19 12:40:50,exchange
2566122852,"Affiliate Rebate (self,rebate:4.9641%) on wallet exchange",BTC,9.4e-7,0.00426036,18-12-19 12:40:50,exchange
2566122905,Trading fees for 1.46197597 BTC (BTCUSD) @ 6622.4 on BFX (0.2%) on wallet margin,USD,-19.3636327,-52.98476923,18-12-19 12:40:50,margin
2566122894,Trading fees for 1.10386384 BTC (BTCUSD) @ 6622.5 on BFX (0.2%) on wallet margin,USD,-14.62069193,-33.62113653,18-12-19 12:40:50,margin
2566122892,Trading fees for 0.3 BTC (BTCUSD) @ 6622.8 on BFX (0.2%) on wallet margin,USD,-3.97368,-19.0004446,18-12-19 12:40:50,margin
2566122891,Trading fees for 0.1 BTC (BTCUSD) @ 6623.3 on BFX (0.2%) on wallet margin,USD,-1.32466,-15.0267646,18-12-19 12:40:50,margin
2566122888,Trading fees for 0.05 BTC (BTCUSD) @ 6624.2 on BFX (0.2%) on wallet margin,USD,-0.66242,-13.7021046,18-12-19 12:40:50,margin
2566122883,Trading fees for 0.11320716 BTC (BTCUSD) @ 6622.7 on BFX (0.2%) on wallet margin,USD,-1.49951173,-13.0396846,18-12-19 12:40:50,margin
2566122880,Trading fees for 0.1 BTC (BTCUSD) @ 6623.9 on BFX (0.2%) on wallet margin,USD,-1.32478,-11.54017287,18-12-19 12:40:50,margin
2566122879,Trading fees for 0.5163317 BTC (BTCUSD) @ 6624.1 on BFX (0.2%) on wallet margin,USD,-6.84050935,-10.21539287,18-12-19 12:40:50,margin
2566122878,Trading fees for 0.01462575 BTC (BTCUSD) @ 6624.5532 on BFX (0.2%) on wallet margin,USD,-0.19383443,-3.37488352,18-12-19 12:40:50,margin
2566122875,Trading fees for 0.01349447 BTC (BTCUSD) @ 6624.6 on BFX (0.2%) on wallet margin,USD,-0.17879795,-3.18104909,18-12-19 12:40:50,margin
2566122871,Trading fees for 0.005 BTC (BTCUSD) @ 6627.1 on BFX (0.2%) on wallet margin,USD,-0.066271,-3.00225114,18-12-19 12:40:50,margin
2566122865,Trading fees for 0.12530717 BTC (BTCUSD) @ 6627.2 on BFX (0.2%) on wallet margin,USD,-1.66090886,-2.93598014,18-12-19 12:40:50,margin
2566122863,Trading fees for 0.08331208 BTC (BTCUSD) @ 6627.2 on BFX (0.2%) on wallet margin,USD,-1.10429034,-1.27507128,18-12-19 12:40:50,margin
2566122859,Trading fees for 0.01 BTC (BTCUSD) @ 6627.1 on BFX (0.2%) on wallet margin,USD,-0.132542,-0.17078094,18-12-19 12:40:50,margin
2566122855,Trading fees for 0.00288186 BTC (BTCUSD) @ 6627.2 on BFX (0.2%) on wallet margin,USD,-0.03823894,-0.03823894,18-12-19 12:40:50,margin
2566122520,Transfer of 20.0 ETH from wallet Trading to Exchange on wallet exchange,ETH,20,20.11855987,18-12-19 12:40:46,exchange
2566122519,Transfer of 20.0 ETH from wallet Trading to Exchange on wallet margin,ETH,-20,185.5924149,18-12-19 12:40:46,margin
2566121372,Deposit (BITCOIN) #13390224 on wallet margin,BTC,2,2,18-12-19 12:39:51,margin
2566117514,Deposit (ETHEREUM) #13390275 on wallet margin,ETH,49.48526017,205.5924149,18-12-19 12:33:51,margin
2566103165,Settlement @ 0.0185 on wallet margin,BTC,0.75840111,0,18-12-19 12:17:38,margin
2566103158,Settlement @ 0.0185 on wallet margin,ETH,-41.1768037,156.10715473,18-12-19 12:17:38,margin
2566102637,Deposit Fee (ETHEREUM) 13390234 on wallet margin,ETH,-0.00135,197.28395843,18-12-19 12:17:21,margin
2566102636,Deposit (ETHEREUM) #13390234 on wallet margin,ETH,0.1,197.28530843,18-12-19 12:17:21,margin
2566085748,Used Margin Funding Charge on wallet margin,BTC,-0.00003309,-0.75840111,18-12-19 12:12:35,margin
2566082240,Settlement @ 122.37 on wallet margin,USD,217.3650905,0,18-12-19 12:07:38,margin
2566082238,Settlement @ 122.37 on wallet margin,ETH,-1.77984654,197.18530843,18-12-19 12:07:38,margin
2566079972,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00018337,0.00425942,18-12-19 12:01:19,exchange
2566079962,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00011336,0.00407605,18-12-19 12:01:19,exchange
2566079956,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00000341,0.00396269,18-12-19 12:01:19,exchange
2566079953,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00007184,0.00395928,18-12-19 12:01:19,exchange
2566079950,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00000835,0.00388744,18-12-19 12:01:19,exchange
2566079947,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00000276,0.00387909,18-12-19 12:01:19,exchange
2566079944,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00017874,0.00387633,18-12-19 12:01:19,exchange
2566079928,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00000868,0.00369759,18-12-19 12:01:19,exchange
2566079919,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00001069,0.00368891,18-12-19 12:01:19,exchange
2566079916,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00003473,0.00367822,18-12-19 12:01:19,exchange
2566079911,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,4.3e-7,0.00364349,18-12-19 12:01:19,exchange
2566079909,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00003392,0.00364306,18-12-19 12:01:19,exchange
2566079907,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1e-7,0.00360914,18-12-19 12:01:19,exchange
2566079898,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00000364,0.00360904,18-12-19 12:01:19,exchange
2566079897,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00000521,0.0036054,18-12-19 12:01:19,exchange
2566079895,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1e-7,0.00360019,18-12-19 12:01:19,exchange
2566079893,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00000521,0.00360009,18-12-19 12:01:19,exchange
2566079892,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00000228,0.00359488,18-12-19 12:01:19,exchange
2566079872,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1e-7,0.0035926,18-12-19 12:01:19,exchange
2566079870,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00000434,0.0035925,18-12-19 12:01:19,exchange
2566079865,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00000174,0.00358816,18-12-19 12:01:19,exchange
2566079861,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1e-7,0.00358642,18-12-19 12:01:19,exchange
2566079959,Trading fees for 105.70989607 ETH (ETHUSD) @ 122.39 on BFX (0.2%) on wallet margin,USD,-25.87566932,-217.3650905,18-12-19 12:01:19,margin
2566079934,Trading fees for 65.3 ETH (ETHUSD) @ 122.42 on BFX (0.2%) on wallet margin,USD,-15.988052,-191.48942118,18-12-19 12:01:19,margin
