#,DESCRIPTION,CURRENCY,AMOUNT,BALANCE,DATE,WALLET
2620269902,Trading fees for 10.82972 ETH (ETHBTC) @ 0.0194 on BFX (0.2%) on wallet margin,USD,-3.99508371,10999.48349233,30-01-20 22:36:20,margin
2620269898,Trading fees for 1.0 ETH (ETHBTC) @ 0.0194 on BFX (0.2%) on wallet margin,USD,-0.36892,11003.47857604,30-01-20 22:36:20,margin
2620269892,Trading fees for 5.17523735 ETH (ETHBTC) @ 0.0194 on BFX (0.2%) on wallet margin,USD,-1.90914506,11003.84749604,30-01-20 22:36:20,margin
2620269886,Trading fees for 10.34930493 ETH (ETHBTC) @ 0.0194 on BFX (0.2%) on wallet margin,USD,-3.81806557,11005.7566411,30-01-20 22:36:20,margin
2620269879,Trading fees for 0.5 ETH (ETHBTC) @ 0.0194 on BFX (0.2%) on wallet margin,USD,-0.18446,11009.57470667,30-01-20 22:36:20,margin
2620269875,Trading fees for 5.17413421 ETH (ETHBTC) @ 0.0194 on BFX (0.2%) on wallet margin,USD,-1.90884159,11009.75916667,30-01-20 22:36:20,margin
2620269874,Trading fees for 40.544999 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-14.95705013,11011.66800826,30-01-20 22:36:20,margin
2620269869,Trading fees for 2.82253043 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-1.04123148,11026.62505839,30-01-20 22:36:20,margin
2620269861,Trading fees for 19.14287949 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-7.06180824,11027.66628987,30-01-20 22:36:20,margin
2620269851,Trading fees for 5.17493014 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-1.90913523,11034.72809811,30-01-20 22:36:20,margin
2620269848,Trading fees for 4.259 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-1.5711451,11036.63723334,30-01-20 22:36:20,margin
2620269812,Trading fees for 1.56866 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-0.57871005,11038.20837844,30-01-20 22:36:20,margin
2620269905,Position closed @ 0.0194 (TRADE) on wallet margin,BTC,-0.04598225,1.6077635,30-01-20 22:36:20,margin
2618903925,Position #142683432 funding cost on wallet margin,ETH,-0.00196985,8.99470383,30-01-20 01:12:48,margin
2617539475,Position #142683432 funding cost on wallet margin,ETH,-0.00207398,8.99667368,29-01-20 01:13:37,margin
2615981152,Position #142683432 funding cost on wallet margin,ETH,-0.00415926,8.99874766,28-01-20 01:03:20,margin
2614528647,Position #142683432 funding cost on wallet margin,ETH,-0.00415454,9.00290692,27-01-20 01:09:41,margin
2614075204,Transfer of 1697.24276469 USD from wallet Exchange to Trading on wallet margin,USD,1697.24276469,11038.78708849,26-01-20 16:55:48,margin
2614075203,Transfer of 1697.24276469 USD from wallet Exchange to Trading on wallet exchange,USD,-1697.24276469,0,26-01-20 16:55:48,exchange
2614074997,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,0.00001319,0.00001564,26-01-20 16:55:41,exchange
2614075016,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,2e-7,0.0000172,26-01-20 16:55:41,exchange
2614075008,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,1.3e-7,0.000017,26-01-20 16:55:41,exchange
2614075006,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,8.2e-7,0.00001687,26-01-20 16:55:41,exchange
2614075002,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,4.1e-7,0.00001605,26-01-20 16:55:41,exchange
2614074995,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,8.2e-7,0.00000245,26-01-20 16:55:41,exchange
2614074993,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,8.2e-7,0.00000163,26-01-20 16:55:41,exchange
2614075005,Trading fees for 0.00243 BTC (BTCUSD) @ 8502.2 on BFX (0.2%) on wallet exchange,USD,-0.04132069,1697.24276469,26-01-20 16:55:41,exchange
2614075001,Trading fees for 0.01 BTC (BTCUSD) @ 8502.2 on BFX (0.2%) on wallet exchange,USD,-0.170044,1697.28408538,26-01-20 16:55:41,exchange
2614074992,Trading fees for 0.00162 BTC (BTCUSD) @ 8502.2 on BFX (0.2%) on wallet exchange,USD,-0.02754713,1697.45412938,26-01-20 16:55:41,exchange
2614074986,Trading fees for 0.005 BTC (BTCUSD) @ 8502.2 on BFX (0.2%) on wallet exchange,USD,-0.085022,1697.48167651,26-01-20 16:55:41,exchange
2614074984,Trading fees for 0.160974 BTC (BTCUSD) @ 8502.2 on BFX (0.2%) on wallet exchange,USD,-2.73726629,1697.56669851,26-01-20 16:55:41,exchange
2614074982,Trading fees for 0.01 BTC (BTCUSD) @ 8502.2 on BFX (0.2%) on wallet exchange,USD,-0.170044,1700.3039648,26-01-20 16:55:41,exchange
2614074981,Trading fees for 0.01 BTC (BTCUSD) @ 8502.2 on BFX (0.2%) on wallet exchange,USD,-0.170044,1700.4740088,26-01-20 16:55:41,exchange
2614074988,Exchange 0.00162 BTC for USD @ 8502.2 on wallet exchange,BTC,-0.00162,8.1e-7,26-01-20 16:55:41,exchange
2614074979,Exchange 0.160974 BTC for USD @ 8502.2 on wallet exchange,USD,1368.6331428,1700.6440528,26-01-20 16:55:41,exchange
2614074978,Exchange 0.00243 BTC for USD @ 8502.2 on wallet exchange,USD,20.660346,332.01091,26-01-20 16:55:41,exchange
2614074977,Exchange 0.160974 BTC for USD @ 8502.2 on wallet exchange,BTC,-0.160974,0.00162081,26-01-20 16:55:41,exchange
2614074976,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,USD,85.022,311.350564,26-01-20 16:55:41,exchange
2614074974,Exchange 0.00243 BTC for USD @ 8502.2 on wallet exchange,BTC,-0.00243,0.16259481,26-01-20 16:55:41,exchange
2614074973,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,USD,85.022,226.328564,26-01-20 16:55:41,exchange
2614074972,Exchange 0.00162 BTC for USD @ 8502.2 on wallet exchange,USD,13.773564,141.306564,26-01-20 16:55:41,exchange
2614074970,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,BTC,-0.01,0.16502481,26-01-20 16:55:41,exchange
2614074969,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,BTC,-0.01,0.17502481,26-01-20 16:55:41,exchange
2614074968,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,USD,85.022,127.533,26-01-20 16:55:41,exchange
2614074965,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,BTC,-0.01,0.18502481,26-01-20 16:55:41,exchange
2614074964,Exchange 0.005 BTC for USD @ 8502.2 on wallet exchange,USD,42.511,42.511,26-01-20 16:55:41,exchange
2614074961,Exchange 0.005 BTC for USD @ 8502.2 on wallet exchange,BTC,-0.005,0.19502481,26-01-20 16:55:41,exchange
2614074940,Transfer of 0.2 BTC from wallet Trading to Exchange on wallet exchange,BTC,0.2,0.20002481,26-01-20 16:55:36,exchange
2614074939,Transfer of 0.2 BTC from wallet Trading to Exchange on wallet margin,BTC,-0.2,1.65374575,26-01-20 16:55:36,margin
2614074647,Transfer of 2545.8456076 USD from wallet Exchange to Trading on wallet margin,USD,2545.8456076,9341.5443238,26-01-20 16:54:59,margin
2614074646,Transfer of 2545.8456076 USD from wallet Exchange to Trading on wallet exchange,USD,-2545.8456076,0,26-01-20 16:54:59,exchange
2614074483,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,8.2e-7,0.00002481,26-01-20 16:54:50,exchange
2614074480,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,8.2e-7,0.00002399,26-01-20 16:54:50,exchange
2614074470,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,8.2e-7,0.00002317,26-01-20 16:54:50,exchange
2614074467,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,1.5e-7,0.00002235,26-01-20 16:54:50,exchange
2614074464,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,6.1e-7,0.0000222,26-01-20 16:54:50,exchange
2614074463,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,0.00002136,0.00002159,26-01-20 16:54:50,exchange
2614074462,Trading fees for 0.0018 BTC (BTCUSD) @ 8502.3 on BFX (0.2%) on wallet exchange,USD,-0.03060828,2545.8456076,26-01-20 16:54:50,exchange
2614074461,Trading fees for 0.01 BTC (BTCUSD) @ 8502.2 on BFX (0.2%) on wallet exchange,USD,-0.170044,2545.87621588,26-01-20 16:54:50,exchange
2614074459,Trading fees for 0.01 BTC (BTCUSD) @ 8502.2 on BFX (0.2%) on wallet exchange,USD,-0.170044,2546.04625988,26-01-20 16:54:50,exchange
2614074457,Trading fees for 0.0075 BTC (BTCUSD) @ 8503.1 on BFX (0.2%) on wallet exchange,USD,-0.1275465,2546.21630388,26-01-20 16:54:50,exchange
2614074456,Trading fees for 0.260733 BTC (BTCUSD) @ 8502.2 on BFX (0.2%) on wallet exchange,USD,-4.43360823,2546.34385038,26-01-20 16:54:50,exchange
2614074454,Trading fees for 0.01 BTC (BTCUSD) @ 8502.2 on BFX (0.2%) on wallet exchange,USD,-0.170044,2550.77745861,26-01-20 16:54:50,exchange
2614074434,Exchange 0.0075 BTC for USD @ 8503.1 on wallet exchange,USD,63.77325,63.77325001,26-01-20 16:54:50,exchange
2614074450,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,BTC,-0.01,2.3e-7,26-01-20 16:54:50,exchange
2614074448,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,BTC,-0.01,0.01000023,26-01-20 16:54:50,exchange
2614074447,Exchange 0.260733 BTC for USD @ 8502.2 on wallet exchange,USD,2216.8041126,2550.94750261,26-01-20 16:54:50,exchange
2614074446,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,USD,85.022,334.14339001,26-01-20 16:54:50,exchange
2614074444,Exchange 0.260733 BTC for USD @ 8502.2 on wallet exchange,BTC,-0.260733,0.02000023,26-01-20 16:54:50,exchange
2614074443,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,USD,85.022,249.12139001,26-01-20 16:54:50,exchange
2614074441,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,USD,85.022,164.09939001,26-01-20 16:54:50,exchange
2614074440,Exchange 0.0018 BTC for USD @ 8502.3 on wallet exchange,USD,15.30414,79.07739001,26-01-20 16:54:50,exchange
2614074439,Exchange 0.01 BTC for USD @ 8502.2 on wallet exchange,BTC,-0.01,0.28073323,26-01-20 16:54:50,exchange
2614074437,Exchange 0.0018 BTC for USD @ 8502.3 on wallet exchange,BTC,-0.0018,0.29073323,26-01-20 16:54:50,exchange
2614074433,Exchange 0.0075 BTC for USD @ 8503.1 on wallet exchange,BTC,-0.0075,0.29253323,26-01-20 16:54:50,exchange
2614074380,Transfer of 0.3 BTC from wallet Trading to Exchange on wallet exchange,BTC,0.3,0.30003323,26-01-20 16:54:42,exchange
2614074379,Transfer of 0.3 BTC from wallet Trading to Exchange on wallet margin,BTC,-0.3,1.85374575,26-01-20 16:54:42,margin
2614074106,Transfer of 3394.6776378 USD from wallet Exchange to Trading on wallet margin,USD,3394.6776378,6795.6987162,26-01-20 16:53:57,margin
2614074105,Transfer of 3394.6776378 USD from wallet Exchange to Trading on wallet exchange,USD,-3394.6776378,1e-8,26-01-20 16:53:57,exchange
2614073916,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,8.2e-7,0.00003323,26-01-20 16:53:39,exchange
2614073913,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,0.00002999,0.00003241,26-01-20 16:53:39,exchange
2614073910,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,0.00000196,0.00000242,26-01-20 16:53:39,exchange
2614073909,Trading fees for 0.366133 BTC (BTCUSD) @ 8503.0 on BFX (0.2%) on wallet exchange,USD,-6.2264578,3394.67763781,26-01-20 16:53:39,exchange
2614073908,Trading fees for 0.0239 BTC (BTCUSD) @ 8503.0 on BFX (0.2%) on wallet exchange,USD,-0.4064434,3400.90409561,26-01-20 16:53:39,exchange
2614073907,Trading fees for 0.01 BTC (BTCUSD) @ 8503.0 on BFX (0.2%) on wallet exchange,USD,-0.17006,3401.31053901,26-01-20 16:53:39,exchange
2614073903,Exchange 0.366133 BTC for USD @ 8503.0 on wallet exchange,USD,3113.228899,3401.48059901,26-01-20 16:53:39,exchange
2614073902,Exchange 0.0239 BTC for USD @ 8503.0 on wallet exchange,USD,203.2217,288.25170001,26-01-20 16:53:39,exchange
2614073901,Exchange 0.366133 BTC for USD @ 8503.0 on wallet exchange,BTC,-0.366133,4.6e-7,26-01-20 16:53:39,exchange
2614073899,Exchange 0.0239 BTC for USD @ 8503.0 on wallet exchange,BTC,-0.0239,0.36613346,26-01-20 16:53:39,exchange
2614073897,Exchange 0.01 BTC for USD @ 8503.0 on wallet exchange,USD,85.03,85.03000001,26-01-20 16:53:39,exchange
2614073896,Exchange 0.01 BTC for USD @ 8503.0 on wallet exchange,BTC,-0.01,0.39003346,26-01-20 16:53:39,exchange
2614073846,Transfer of 0.4 BTC from wallet Trading to Exchange on wallet exchange,BTC,0.4,0.40003346,26-01-20 16:53:33,exchange
2614073845,Transfer of 0.4 BTC from wallet Trading to Exchange on wallet margin,BTC,-0.4,2.15374575,26-01-20 16:53:33,margin
2614073691,Transfer of 3401.0210784 USD from wallet Exchange to Trading on wallet margin,USD,3401.0210784,3401.0210784,26-01-20 16:53:19,margin
2614073690,Transfer of 3401.0210784 USD from wallet Exchange to Trading on wallet exchange,USD,-3401.0210784,1e-8,26-01-20 16:53:19,exchange
2614073642,"Affiliate Rebate (self,rebate:4.3112%) on wallet exchange",BTC,0.00003282,0.00003346,26-01-20 16:53:10,exchange
2614073641,Trading fees for 0.400712 BTC (BTCUSD) @ 8503.1 on BFX (0.2%) on wallet exchange,USD,-6.81458841,3401.02107841,26-01-20 16:53:10,exchange
2614073639,Exchange 0.400712 BTC for USD @ 8503.1 on wallet exchange,BTC,-0.400712,6.4e-7,26-01-20 16:53:10,exchange
2614073638,Exchange 0.400712 BTC for USD @ 8503.1 on wallet exchange,USD,3407.2942072,3407.83566682,26-01-20 16:53:10,exchange
2614073359,Transfer of 0.4 BTC from wallet Trading to Exchange on wallet exchange,BTC,0.4,0.40071264,26-01-20 16:52:55,exchange
2614073358,Transfer of 0.4 BTC from wallet Trading to Exchange on wallet margin,BTC,-0.4,2.55374575,26-01-20 16:52:55,margin
2613328645,Settlement @ 8357.1 on wallet margin,USD,290.25494364,0,25-01-20 22:58:05,margin
2613328643,Settlement @ 8357.1 on wallet margin,BTC,-0.034801,2.95374575,25-01-20 22:58:05,margin
2613328416,Used Margin Funding Charge on wallet margin,BTC,-0.00003356,2.98854675,25-01-20 22:57:35,margin
2613327251,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00000158,0.00000915,25-01-20 22:56:31,exchange
2613327346,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001974,0.00071264,25-01-20 22:56:31,exchange
2613327344,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00006255,0.0006929,25-01-20 22:56:31,exchange
2613327343,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001972,0.00063035,25-01-20 22:56:31,exchange
2613327342,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00003011,0.00061063,25-01-20 22:56:31,exchange
2613327340,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001972,0.00058052,25-01-20 22:56:31,exchange
2613327327,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001972,0.0005608,25-01-20 22:56:31,exchange
2613327313,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001974,0.00054108,25-01-20 22:56:31,exchange
2613327305,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001642,0.00052134,25-01-20 22:56:31,exchange
2613327303,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00000821,0.00050492,25-01-20 22:56:31,exchange
2613327293,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001973,0.00049671,25-01-20 22:56:31,exchange
2613327290,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001973,0.00047698,25-01-20 22:56:31,exchange
2613327288,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,6e-8,0.00045725,25-01-20 22:56:31,exchange
2613327282,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00000512,0.00045719,25-01-20 22:56:31,exchange
2613327277,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001596,0.00045207,25-01-20 22:56:31,exchange
2613327274,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001642,0.00043611,25-01-20 22:56:31,exchange
2613327272,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00031104,0.00041969,25-01-20 22:56:31,exchange
2613327271,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00002042,0.00010865,25-01-20 22:56:31,exchange
2613327270,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00006347,0.00008823,25-01-20 22:56:31,exchange
2613327252,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001561,0.00002476,25-01-20 22:56:31,exchange
2613327246,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00000807,0.00000757,25-01-20 22:56:31,exchange
2613327337,Trading fees for 19.0 ETH (ETHBTC) @ 0.0192 on BFX (0.2%) on wallet margin,USD,-6.12522,-290.25494364,25-01-20 22:56:31,margin
2613327323,Trading fees for 12.45568 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-4.01546212,-284.12972364,25-01-20 22:56:31,margin
2613327322,Trading fees for 12.44553 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-4.01218996,-280.11426152,25-01-20 22:56:31,margin
2613327317,Trading fees for 39.46632461 ETH (ETHBTC) @ 0.0192 on BFX (0.2%) on wallet margin,USD,-12.72315373,-276.10207156,25-01-20 22:56:31,margin
2613327315,Trading fees for 12.44553 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-4.01218996,-263.37891783,25-01-20 22:56:31,margin
2613327299,Trading fees for 12.45568 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-4.01546212,-259.36672787,25-01-20 22:56:31,margin
2613327297,Trading fees for 10.36312205 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-3.34086329,-255.35126575,25-01-20 22:56:31,margin
2613327280,Trading fees for 12.44553 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-4.01218996,-252.01040246,25-01-20 22:56:31,margin
2613327275,Trading fees for 3.22889191 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-1.04093017,-247.9982125,25-01-20 22:56:31,margin
2613327273,Trading fees for 10.36312205 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-3.34086329,-246.95728233,25-01-20 22:56:31,margin
2613327267,Trading fees for 9.847 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-3.17447586,-243.61641904,25-01-20 22:56:31,margin
2613327265,Trading fees for 12.45087 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-4.01391147,-240.44194318,25-01-20 22:56:31,margin
2613327263,Trading fees for 10.071 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-3.24668898,-236.42803171,25-01-20 22:56:31,margin
2613327256,Trading fees for 12.886 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-4.15418868,-233.18134273,25-01-20 22:56:31,margin
2613327250,Trading fees for 1.0 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-0.32238,-229.02715405,25-01-20 22:56:31,margin
2613327249,Trading fees for 0.04 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-0.0128952,-228.70477405,25-01-20 22:56:31,margin
2613327248,Trading fees for 12.45087 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-4.01391147,-228.69187885,25-01-20 22:56:31,margin
2613327247,Trading fees for 5.18156103 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-1.67043164,-224.67796738,25-01-20 22:56:31,margin
2613327245,Trading fees for 196.263245 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-63.27134492,-223.00753574,25-01-20 22:56:31,margin
2613327244,Trading fees for 40.048911 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-12.91096793,-159.73619082,25-01-20 22:56:31,margin
2613327230,Trading fees for 5.09113235 ETH (ETHBTC) @ 0.0193 on BFX (0.2%) on wallet margin,USD,-1.64127925,-146.82522289,25-01-20 22:56:31,margin
2613327107,Transfer of 2.97122543 BTC from wallet Exchange to Trading on wallet exchange,BTC,-2.97122543,-5e-7,25-01-20 22:56:25,exchange
2613327108,Transfer of 2.97122543 BTC from wallet Exchange to Trading on wallet margin,BTC,2.97122543,2.98858031,25-01-20 22:56:25,margin
2613325476,Transfer of 9.00706146 ETH from wallet Exchange to Trading on wallet margin,ETH,9.00706146,9.00706146,25-01-20 22:55:32,margin
2613325475,Transfer of 9.00706146 ETH from wallet Exchange to Trading on wallet exchange,ETH,-9.00706146,1e-8,25-01-20 22:55:32,exchange
2613322721,Transfer of 2.95349243 BTC from wallet Trading to Exchange on wallet exchange,BTC,2.95349243,2.97122493,25-01-20 22:52:53,exchange
2613322720,Transfer of 2.95349243 BTC from wallet Trading to Exchange on wallet margin,BTC,-2.95349243,0.01735488,25-01-20 22:52:53,margin
2613320876,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00006336,0.0177325,25-01-20 22:49:43,exchange
2613320871,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.0000197,0.01766914,25-01-20 22:49:43,exchange
2613320866,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001969,0.01764944,25-01-20 22:49:43,exchange
2613320857,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001584,0.01762975,25-01-20 22:49:43,exchange
2613320851,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00002376,0.01761391,25-01-20 22:49:43,exchange
2613320845,"Affiliate Rebate (self,rebate:4.3237%) on wallet exchange",BTC,0.00001642,0.01759015,25-01-20 22:49:43,exchange
